REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Free Fall,ATTR,2018-12-24 08:00:00.000,2018-12-24 17:00:00.000,2018-12-25 07:48:04.000,2018-12-24
,Dizzy Dropper,ATTR,2022-08-14 08:30:00.000,2022-08-14 22:15:00.000,2022-08-15 07:20:48.000,2022-08-14
,Haunted House,ATTR,2018-01-10 09:51:00.000,2018-01-10 17:50:00.000,2018-01-11 06:57:23.000,2018-01-10
,Rapids Ride,ATTR,2018-11-24 09:00:00.000,2018-11-24 17:17:00.000,2018-11-25 07:29:10.000,2018-11-24
,Log Flume,ATTR,2019-08-15 08:30:00.000,2019-08-15 23:12:00.000,2019-08-16 08:13:23.000,2019-08-15
,Oz Theatre,ATTR,2019-02-28 09:58:00.000,2019-02-28 18:16:00.000,2019-03-01 09:23:25.000,2019-02-28
Fermeture Réhab,Himalaya Ride,ATTR,2022-08-07 23:59:00.000,2022-08-07 23:59:00.000,2022-08-08 07:39:40.000,2022-08-07
,Bumper Cars,ATTR,2018-08-07 08:30:00.000,2018-08-07 22:08:00.000,2018-08-08 07:35:21.000,2018-08-07
,PortAventura World,PARK,2018-10-18 08:30:00.000,2018-10-18 09:30:00.000,2018-10-19 07:35:38.000,2018-10-18
,Water Ride,ATTR,2022-07-13 09:30:00.000,2022-07-13 22:09:00.000,2022-07-14 07:41:09.000,2022-07-13
,Spiral Slide,ATTR,2018-11-13 08:30:00.000,2018-11-13 18:23:00.000,2018-11-14 08:02:46.000,2018-11-13
,Tivoli Gardens,PARK,2018-02-01 08:30:00.000,2018-02-01 09:30:00.000,2018-02-02 08:13:59.000,2018-02-01
,Go-Karts,ATTR,2019-11-14 08:26:00.000,2019-11-14 19:10:00.000,2019-11-15 08:31:18.000,2019-11-14
,Giant Wheel,ATTR,2019-02-21 09:59:00.000,2019-02-21 19:27:00.000,2019-02-22 07:33:35.000,2019-02-21
,Haunted House,ATTR,2022-07-28 09:30:00.000,2022-07-28 22:02:00.000,2022-07-29 10:21:37.000,2022-07-28
,Crazy Dance,ATTR,2019-04-23 09:21:00.000,2019-04-23 22:12:00.000,2019-04-24 08:32:51.000,2019-04-23
,Tivoli Gardens,PARK,2019-12-31 09:00:00.000,2020-01-01 00:30:00.000,2020-01-01 08:06:38.000,2019-12-31
,Crazy Bus,ATTR,2019-11-01 08:17:00.000,2019-11-01 20:16:00.000,2019-11-02 08:04:01.000,2019-11-01
,Merry Go Round,ATTR,2022-06-17 09:30:00.000,2022-06-17 23:10:00.000,2022-06-18 08:19:29.000,2022-06-17
,Spiral Slide,ATTR,2018-08-23 08:30:00.000,2018-08-23 20:29:00.000,2018-08-24 08:47:32.000,2018-08-23
,Himalaya Ride,ATTR,2018-03-18 10:00:00.000,2018-03-18 21:06:00.000,2018-03-19 09:06:16.000,2018-03-18
Fermeture Réhab,Drop Tower,ATTR,2019-03-30 23:59:00.000,2019-03-30 23:59:00.000,2019-03-31 07:35:42.000,2019-03-30
Fermeture Réhab,Bungee Jump,ATTR,2019-09-14 23:59:00.000,2019-09-14 23:59:00.000,2019-09-15 08:55:33.000,2019-09-14
,Crazy Dance,ATTR,2018-05-30 09:35:00.000,2018-05-30 23:00:00.000,2019-09-30 16:39:43.000,2018-05-30
,Spiral Slide,ATTR,2019-07-08 08:30:00.000,2019-07-08 20:30:00.000,2019-07-09 07:18:47.000,2019-07-08
,Giga Coaster,ATTR,2019-07-05 09:25:00.000,2019-07-05 22:16:00.000,2019-07-06 07:24:46.000,2019-07-05
,Kiddie Coaster,ATTR,2018-06-24 10:00:00.000,2018-06-24 20:10:00.000,2018-06-25 08:03:41.000,2018-06-24
,Free Fall,ATTR,2022-04-28 10:00:00.000,2022-04-28 18:19:00.000,2022-04-29 07:56:22.000,2022-04-28
,PortAventura World,PARK,2018-09-06 08:30:00.000,2018-09-06 09:30:00.000,2018-09-07 08:53:04.000,2018-09-06
,Spiral Slide,ATTR,2022-06-09 10:00:00.000,2022-06-09 17:54:00.000,2022-06-10 08:26:49.000,2022-06-09
,Spiral Slide,ATTR,2018-01-20 08:30:00.000,2018-01-20 18:30:00.000,2018-01-21 08:22:21.000,2018-01-20
,Water Ride,ATTR,2018-08-30 09:43:00.000,2018-08-30 22:16:00.000,2018-08-31 08:29:18.000,2018-08-30
,Superman Ride,ATTR,2019-01-03 09:00:00.000,2019-01-03 17:50:00.000,2019-01-04 07:59:58.000,2019-01-03
,Zipline,ATTR,2018-05-26 08:30:00.000,2018-05-26 23:14:00.000,2018-05-27 07:41:20.000,2018-05-26
,Sling Shot,ATTR,2020-01-15 08:30:00.000,2020-01-15 18:42:00.000,2020-01-16 07:48:49.000,2020-01-15
,Spinning Coaster,ATTR,2022-06-25 09:19:00.000,2022-06-25 23:12:00.000,2022-06-26 08:23:00.000,2022-06-25
,Tivoli Gardens,PARK,2018-12-10 08:30:00.000,2018-12-10 09:30:00.000,2018-12-11 07:54:11.000,2018-12-10
,Spinning Coaster,ATTR,2020-01-16 08:30:00.000,2020-01-16 18:41:00.000,2020-01-17 08:23:06.000,2020-01-16
,Reverse Bungee,ATTR,2019-03-20 09:39:00.000,2019-03-20 18:20:00.000,2019-03-21 07:41:34.000,2019-03-20
,Giant Wheel,ATTR,2019-02-25 10:00:00.000,2019-02-25 19:48:00.000,2019-02-26 07:34:59.000,2019-02-25
,Swing Ride,ATTR,2022-08-12 08:30:00.000,2022-08-12 22:24:00.000,2022-08-13 07:38:42.000,2022-08-12
,PortAventura World,PARK,2018-11-19 08:30:00.000,2018-11-19 09:30:00.000,2018-11-20 08:24:31.000,2018-11-19
,Crazy Dance,ATTR,2019-07-18 09:29:00.000,2019-07-18 23:06:00.000,2019-07-19 08:38:17.000,2019-07-18
,Water Ride,ATTR,2018-09-24 08:30:00.000,2018-09-24 19:39:00.000,2018-09-25 07:47:46.000,2018-09-24
,Swing Ride,ATTR,2018-07-13 08:30:00.000,2018-07-13 22:12:00.000,2018-07-14 08:01:50.000,2018-07-13
,Pirate Ship,ATTR,2018-09-24 09:32:00.000,2018-09-24 20:35:00.000,2018-09-25 07:47:44.000,2018-09-24
,Giant Wheel,ATTR,2018-06-18 10:00:00.000,2018-06-18 23:11:00.000,2018-06-19 08:10:24.000,2018-06-18
,Haunted House,ATTR,2019-09-02 09:09:00.000,2019-09-02 20:00:00.000,2019-09-03 07:58:22.000,2019-09-02
,Spinning Coaster,ATTR,2019-08-24 09:13:00.000,2019-08-24 23:10:00.000,2019-08-25 08:20:47.000,2019-08-24
,Tivoli Gardens,PARK,2019-08-12 08:30:00.000,2019-08-12 09:30:00.000,2019-08-13 07:46:53.000,2019-08-12
,Skyway,ATTR,2018-07-16 10:00:00.000,2018-07-16 20:19:00.000,2018-07-17 07:53:56.000,2018-07-16
,Kiddie Coaster,ATTR,2018-08-09 10:00:00.000,2018-08-09 20:09:00.000,2018-08-10 08:13:50.000,2018-08-09
,Giga Coaster,ATTR,2019-10-11 09:32:00.000,2019-10-11 19:23:00.000,2019-10-12 07:37:26.000,2019-10-11
,Kiddie Coaster,ATTR,2019-09-29 09:47:00.000,2019-09-29 19:43:00.000,2019-09-30 07:44:12.000,2019-09-29
,Spinning Coaster,ATTR,2019-05-02 08:30:00.000,2019-05-02 22:12:00.000,2019-06-05 09:12:15.000,2019-05-02
,Bumper Cars,ATTR,2018-09-08 08:30:00.000,2018-09-08 21:08:00.000,2018-09-09 08:30:31.000,2018-09-08
,Power Tower,ATTR,2022-04-03 08:14:00.000,2022-04-03 20:03:00.000,2022-04-04 08:26:02.000,2022-04-03
Fermeture Opérationnelle,Inverted Coaster,ATTR,2018-11-23 23:59:00.000,2018-11-23 23:59:00.000,2018-11-24 07:56:41.000,2018-11-23
Fermeture Opérationnelle,Gondola,ATTR,2019-03-25 23:59:00.000,2019-03-25 23:59:00.000,2019-03-26 07:40:18.000,2019-03-25
,Tivoli Gardens,PARK,2020-01-15 10:00:00.000,2020-01-15 18:30:00.000,2020-01-16 07:48:53.000,2020-01-15
,Circus Train,ATTR,2018-11-27 10:00:00.000,2018-11-27 17:00:00.000,2018-11-28 07:54:07.000,2018-11-27
,Power Tower,ATTR,2022-05-28 08:30:00.000,2022-05-28 20:07:00.000,2022-05-29 08:45:26.000,2022-05-28
,Sling Shot,ATTR,2022-05-27 08:27:00.000,2022-05-27 20:11:00.000,2022-05-28 07:48:45.000,2022-05-27
Fermeture Réhab,Merry Go Round,ATTR,2018-07-25 23:59:00.000,2018-07-25 23:59:00.000,2018-07-26 07:38:17.000,2018-07-25
,Circus Train,ATTR,2018-05-27 10:00:00.000,2018-05-27 21:44:00.000,2018-05-28 08:02:07.000,2018-05-27
,Superman Ride,ATTR,2020-02-26 08:25:00.000,2020-02-26 17:23:00.000,2020-02-27 07:43:28.000,2020-02-26
,Scooby Doo,ATTR,2018-08-26 08:25:00.000,2018-08-26 20:41:00.000,2018-08-27 07:33:16.000,2018-08-26
,Bumper Cars,ATTR,2018-09-02 08:30:00.000,2018-09-02 21:09:00.000,2018-09-03 08:18:10.000,2018-09-02
,Skyway,ATTR,2019-04-09 08:22:00.000,2019-04-09 20:09:00.000,2019-04-10 07:50:53.000,2019-04-09
,Power Tower,ATTR,2018-10-24 08:28:00.000,2018-10-24 20:07:00.000,2018-10-25 07:37:28.000,2018-10-24
,Himalaya Ride,ATTR,2018-06-08 09:38:00.000,2018-06-08 23:15:00.000,2018-06-09 07:28:21.000,2018-06-08
,Power Tower,ATTR,2019-03-31 09:09:00.000,2019-03-31 18:13:00.000,2019-04-01 07:26:13.000,2019-03-31
,Aeroplane Ride,ATTR,2019-09-03 09:32:00.000,2019-09-03 18:35:00.000,2019-09-04 08:31:44.000,2019-09-03
,Circus Train,ATTR,2019-11-13 09:21:00.000,2019-11-13 17:18:00.000,2019-11-14 08:17:47.000,2019-11-13
Fermeture Opérationnelle,Pirate Ship,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:15:36.000,2018-01-12
,Monorail,ATTR,2022-05-30 08:30:00.000,2022-05-30 20:35:00.000,2022-05-31 08:18:31.000,2022-05-30
,Superman Ride,ATTR,2018-03-08 09:32:00.000,2018-03-08 17:00:00.000,2018-03-09 08:48:25.000,2018-03-08
Fermeture Réhab,Superman Ride,ATTR,2018-01-12 23:59:00.000,2018-01-12 23:59:00.000,2018-01-13 09:42:44.000,2018-01-12
,Water Ride,ATTR,2019-09-22 09:41:00.000,2019-09-22 20:14:00.000,2019-09-23 07:39:44.000,2019-09-22
,Scooby Doo,ATTR,2018-12-31 07:59:00.000,2019-01-01 00:39:00.000,2019-01-01 09:22:51.000,2018-12-31
,Dizzy Dropper,ATTR,2018-11-26 08:30:00.000,2018-11-26 18:19:00.000,2018-11-27 07:41:58.000,2018-11-26
,Rapids Ride,ATTR,2018-11-16 09:43:00.000,2018-11-16 17:22:00.000,2018-11-17 08:26:00.000,2018-11-16
,PortAventura World,PARK,2019-02-11 08:30:00.000,2019-02-11 09:30:00.000,2019-02-12 07:53:14.000,2019-02-11
,Spinning Coaster,ATTR,2018-09-17 08:33:00.000,2018-09-17 20:44:00.000,2018-09-18 07:41:52.000,2018-09-17
Fermeture Réhab,Skyway,ATTR,2018-09-04 23:59:00.000,2018-09-04 23:59:00.000,2018-09-05 08:13:06.000,2018-09-04
,Haunted House,ATTR,2018-10-14 10:00:00.000,2018-10-14 19:47:00.000,2018-10-15 08:01:01.000,2018-10-14
,Crazy Bus,ATTR,2019-08-02 08:13:00.000,2019-08-02 20:22:00.000,2019-08-03 07:53:25.000,2019-08-02
,Circus Train,ATTR,2019-08-18 09:50:00.000,2019-08-18 21:18:00.000,2019-08-19 07:34:06.000,2019-08-18
,Tivoli Gardens,PARK,2019-06-07 08:30:00.000,2019-06-07 09:30:00.000,2019-06-08 07:47:29.000,2019-06-07
,Top Spin,ATTR,2018-05-04 10:45:00.000,2018-05-04 17:35:00.000,2018-05-05 11:14:23.000,2018-05-04
,Giant Wheel,ATTR,2018-10-05 10:00:00.000,2018-10-05 20:14:00.000,2018-10-06 08:48:59.000,2018-10-05
,Reverse Bungee,ATTR,2019-08-02 09:17:00.000,2019-08-02 20:21:00.000,2019-08-03 07:53:30.000,2019-08-02
Fermeture Réhab,Swing Ride,ATTR,2018-10-04 23:59:00.000,2018-10-04 23:59:00.000,2018-10-05 07:43:26.000,2018-10-04
,Scooby Doo,ATTR,2019-12-02 08:15:00.000,2019-12-02 18:13:00.000,2019-12-03 08:02:21.000,2019-12-02
Fermeture Réhab,Flying Coaster,ATTR,2019-06-07 23:59:00.000,2019-06-07 23:59:00.000,2019-06-08 07:46:45.000,2019-06-07
,Inverted Coaster,ATTR,2018-08-19 09:59:00.000,2018-08-19 18:25:00.000,2018-08-20 08:22:50.000,2018-08-19
,Free Fall,ATTR,2018-12-08 08:00:00.000,2018-12-08 18:11:00.000,2018-12-09 09:20:38.000,2018-12-08
,Zipline,ATTR,2019-08-31 08:01:00.000,2019-08-31 23:11:00.000,2019-09-01 07:39:17.000,2019-08-31
,Circus Train,ATTR,2019-08-02 09:40:00.000,2019-08-02 21:51:00.000,2019-08-03 07:53:19.000,2019-08-02
Fermeture Réhab,Crazy Dance,ATTR,2022-08-13 23:59:00.000,2022-08-13 23:59:00.000,2022-08-14 07:30:22.000,2022-08-13
,Bumper Cars,ATTR,2022-07-15 09:17:00.000,2022-07-15 22:10:00.000,2022-07-16 08:08:39.000,2022-07-15
Fermeture Réhab,Rapids Ride,ATTR,2018-02-12 23:59:00.000,2018-02-12 23:59:00.000,2018-02-13 08:14:47.000,2018-02-12
,Bumper Cars,ATTR,2020-01-30 08:30:00.000,2020-01-30 17:42:00.000,2020-01-31 07:57:46.000,2020-01-30
,Circus Train,ATTR,2018-04-27 09:54:00.000,2018-04-27 21:18:00.000,2018-04-28 08:41:03.000,2018-04-27
,Haunted House,ATTR,2019-04-07 09:49:00.000,2019-04-07 20:48:00.000,2019-04-08 07:39:53.000,2019-04-07
,Zipline,ATTR,2022-06-26 08:30:00.000,2022-06-26 23:00:00.000,2022-06-27 09:12:40.000,2022-06-26
,Reverse Bungee,ATTR,2019-12-08 08:00:00.000,2019-12-08 20:02:00.000,2019-12-09 07:33:52.000,2019-12-08
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-02 23:59:00.000,2019-12-02 23:59:00.000,2019-12-03 08:02:16.000,2019-12-02
,Haunted House,ATTR,2018-06-24 09:32:00.000,2018-06-24 21:45:00.000,2018-06-25 08:03:39.000,2018-06-24
,Pirate Ship,ATTR,2018-09-30 09:36:00.000,2018-09-30 21:13:00.000,2018-10-01 07:31:42.000,2018-09-30
,Top Spin,ATTR,2018-03-04 10:00:00.000,2018-03-04 19:00:00.000,2018-03-05 08:01:40.000,2018-03-04
,Kiddie Coaster,ATTR,2018-07-31 09:47:00.000,2018-07-31 20:27:00.000,2018-08-01 07:39:32.000,2018-07-31
Fermeture Opérationnelle,Top Spin,ATTR,2022-08-03 23:59:00.000,2022-08-03 23:59:00.000,2022-08-04 07:47:24.000,2022-08-03
,Power Tower,ATTR,2018-02-07 10:00:00.000,2018-02-07 19:35:00.000,2018-02-08 08:56:55.000,2018-02-07
,Dizzy Dropper,ATTR,2022-05-07 08:30:00.000,2022-05-07 22:16:00.000,2022-05-08 09:24:17.000,2022-05-07
,Scooby Doo,ATTR,2019-12-19 08:30:00.000,2019-12-19 18:10:00.000,2019-12-20 08:12:56.000,2019-12-19
,Drop Tower,ATTR,2020-01-18 08:30:00.000,2020-01-18 19:19:00.000,2020-01-19 07:44:15.000,2020-01-18
,Water Ride,ATTR,2018-10-16 10:00:00.000,2018-10-16 19:14:00.000,2018-10-17 08:03:49.000,2018-10-16
,PortAventura World,PARK,2019-03-14 10:00:00.000,2019-03-14 19:30:00.000,2019-03-15 07:42:50.000,2019-03-14
,Tivoli Gardens,PARK,2018-04-13 08:30:00.000,2018-04-13 09:30:00.000,2018-04-14 09:31:58.000,2018-04-13
,Water Ride,ATTR,2022-08-03 09:15:00.000,2022-08-03 22:13:00.000,2022-08-04 07:45:48.000,2022-08-03
,Log Flume,ATTR,2022-07-02 08:30:00.000,2022-07-02 23:08:00.000,2022-07-03 07:53:06.000,2022-07-02
,Go-Karts,ATTR,2018-07-02 08:30:00.000,2018-07-02 23:12:00.000,2018-07-03 07:48:09.000,2018-07-02
,Oz Theatre,ATTR,2018-11-16 11:00:00.000,2018-11-16 17:18:00.000,2018-11-17 08:25:55.000,2018-11-16
,Crazy Dance,ATTR,2019-04-21 09:00:00.000,2019-04-21 22:05:00.000,2019-04-22 07:28:35.000,2019-04-21
,Scooby Doo,ATTR,2019-11-15 08:30:00.000,2019-11-16 00:08:00.000,2019-11-16 08:22:01.000,2019-11-15
,Zipline,ATTR,2020-01-31 08:21:00.000,2020-01-31 18:42:00.000,2020-02-01 07:51:48.000,2020-01-31
,Dizzy Dropper,ATTR,2019-04-28 08:30:00.000,2019-04-28 21:11:00.000,2019-04-29 07:21:47.000,2019-04-28
,Skyway,ATTR,2018-02-04 08:24:00.000,2018-02-04 19:07:00.000,2018-02-05 07:52:28.000,2018-02-04
,Skyway,ATTR,2019-07-27 09:16:00.000,2019-07-27 20:06:00.000,2019-07-28 08:08:40.000,2019-07-27
Fermeture Opérationnelle,Oz Theatre,ATTR,2018-03-27 23:59:00.000,2018-03-27 23:59:00.000,2018-03-28 07:54:45.000,2018-03-27
,Reverse Bungee,ATTR,2018-02-14 08:53:00.000,2018-02-14 20:00:00.000,2018-02-15 09:19:26.000,2018-02-14
,Crazy Dance,ATTR,2019-12-21 08:06:00.000,2019-12-21 22:07:00.000,2019-12-22 08:04:02.000,2019-12-21
,Oz Theatre,ATTR,2019-02-27 09:58:00.000,2019-02-27 18:14:00.000,2019-02-28 08:22:13.000,2019-02-27
,Pirate Ship,ATTR,2022-07-21 09:25:00.000,2022-07-21 23:15:00.000,2022-07-22 07:37:37.000,2022-07-21
,Scooby Doo,ATTR,2019-03-13 08:30:00.000,2019-03-13 23:52:00.000,2019-03-14 07:46:33.000,2019-03-13
,Sling Shot,ATTR,2018-05-07 08:34:00.000,2018-05-07 20:08:00.000,2018-05-09 07:49:55.000,2018-05-07
,Flying Coaster,ATTR,2019-10-06 09:39:00.000,2019-10-06 21:11:00.000,2019-10-07 07:36:52.000,2019-10-06
,Free Fall,ATTR,2019-12-19 08:30:00.000,2019-12-19 23:44:00.000,2019-12-20 08:12:47.000,2019-12-19
,Zipline,ATTR,2019-02-05 08:30:00.000,2019-02-05 19:13:00.000,2019-02-06 08:36:57.000,2019-02-05
Fermeture Réhab,Merry Go Round,ATTR,2018-08-08 23:59:00.000,2018-08-08 23:59:00.000,2018-08-09 08:54:39.000,2018-08-08
Fermeture Réhab,Top Spin,ATTR,2019-08-18 23:59:00.000,2019-08-18 23:59:00.000,2019-08-19 07:34:13.000,2019-08-18
,PortAventura World,PARK,2018-06-06 10:00:00.000,2018-06-06 23:00:00.000,2018-06-07 08:00:38.000,2018-06-06
,Haunted House,ATTR,2019-06-23 09:38:00.000,2019-06-23 21:50:00.000,2019-06-24 07:45:53.000,2019-06-23
,Giant Wheel,ATTR,2022-07-15 08:28:00.000,2022-07-15 23:13:00.000,2022-07-16 08:08:48.000,2022-07-15
,Tivoli Gardens,PARK,2018-12-28 09:00:00.000,2018-12-28 20:00:00.000,2018-12-29 07:23:20.000,2018-12-28
,Gondola,ATTR,2018-06-22 09:46:00.000,2018-06-22 19:23:00.000,2018-06-23 07:56:56.000,2018-06-22
,Spiral Slide,ATTR,2018-06-21 08:30:00.000,2018-06-21 20:25:00.000,2018-06-22 07:38:26.000,2018-06-21
,Dizzy Dropper,ATTR,2018-07-10 08:30:00.000,2018-07-10 22:11:00.000,2018-07-11 07:54:01.000,2018-07-10
,PortAventura World,PARK,2020-02-07 08:30:00.000,2020-02-07 09:30:00.000,2020-02-08 09:31:06.000,2020-02-07
,Spiral Slide,ATTR,2019-08-20 08:30:00.000,2019-08-20 20:21:00.000,2019-08-21 07:34:30.000,2019-08-20
,Kiddie Coaster,ATTR,2022-04-01 09:30:00.000,2022-04-01 20:10:00.000,2022-04-02 08:01:18.000,2022-04-01
,Rapids Ride,ATTR,2019-11-09 09:35:00.000,2019-11-09 17:13:00.000,2019-11-10 07:23:09.000,2019-11-09
,Aeroplane Ride,ATTR,2018-12-08 08:04:00.000,2018-12-08 20:05:00.000,2018-12-09 09:20:44.000,2018-12-08
,Crazy Dance,ATTR,2020-01-23 09:09:00.000,2020-01-23 18:30:00.000,2020-01-24 07:46:14.000,2020-01-23
,Reverse Bungee,ATTR,2019-03-19 09:49:00.000,2019-03-19 18:22:00.000,2019-03-20 07:38:58.000,2019-03-19
,Spinning Coaster,ATTR,2022-07-07 09:23:00.000,2022-07-07 23:12:00.000,2022-07-08 07:53:16.000,2022-07-07
,PortAventura World,PARK,2018-06-13 10:00:00.000,2018-06-13 23:00:00.000,2018-06-14 07:33:51.000,2018-06-13
,Tivoli Gardens,PARK,2019-10-05 08:30:00.000,2019-10-05 09:30:00.000,2019-10-06 07:55:42.000,2019-10-05
,Spinning Coaster,ATTR,2018-03-30 08:30:00.000,2018-03-30 21:20:00.000,2018-03-31 08:38:49.000,2018-03-30
Fermeture Réhab,Sling Shot,ATTR,2019-07-17 23:59:00.000,2019-07-17 23:59:00.000,2019-07-18 07:39:44.000,2019-07-17
,Dizzy Dropper,ATTR,2020-01-19 08:12:00.000,2020-01-19 18:19:00.000,2020-01-20 07:43:07.000,2020-01-19
,Crazy Bus,ATTR,2019-10-06 08:26:00.000,2019-10-06 20:18:00.000,2019-10-07 07:36:59.000,2019-10-06
,Flying Coaster,ATTR,2018-04-03 09:31:00.000,2018-04-03 22:12:00.000,2018-04-04 07:58:05.000,2018-04-03
,Swing Ride,ATTR,2019-01-12 08:30:00.000,2019-01-12 19:26:00.000,2019-01-13 08:43:11.000,2019-01-12
Fermeture Réhab,Top Spin,ATTR,2019-10-24 23:59:00.000,2019-10-24 23:59:00.000,2019-10-25 08:43:22.000,2019-10-24
,Giant Wheel,ATTR,2019-02-23 09:44:00.000,2019-02-23 20:24:00.000,2019-02-24 07:30:27.000,2019-02-23
,Reverse Bungee,ATTR,2019-02-10 10:00:00.000,2019-02-10 19:04:00.000,2019-02-11 07:33:19.000,2019-02-10
,Oz Theatre,ATTR,2022-05-31 12:00:00.000,2022-05-31 17:20:00.000,2022-06-01 10:36:00.000,2022-05-31
,Dizzy Dropper,ATTR,2018-06-26 08:30:00.000,2018-06-26 22:02:00.000,2018-06-27 07:55:27.000,2018-06-26
,Oz Theatre,ATTR,2018-12-14 11:00:00.000,2018-12-14 23:24:00.000,2018-12-15 07:29:35.000,2018-12-14
,Aeroplane Ride,ATTR,2018-11-12 09:46:00.000,2018-11-12 18:08:00.000,2018-11-13 07:35:10.000,2018-11-12
Fermeture Réhab,Merry Go Round,ATTR,2018-01-20 23:59:00.000,2018-01-20 23:59:00.000,2018-01-21 08:22:20.000,2018-01-20
Fermeture Réhab,Top Spin,ATTR,2020-02-28 23:59:00.000,2020-02-28 23:59:00.000,2020-02-29 08:43:09.000,2020-02-28
,Skyway,ATTR,2018-09-08 10:00:00.000,2018-09-08 20:14:00.000,2018-09-09 08:31:10.000,2018-09-08
,Power Tower,ATTR,2019-09-01 09:29:00.000,2019-09-01 20:08:00.000,2019-09-02 07:35:48.000,2019-09-01
,Giant Wheel,ATTR,2019-05-28 08:25:00.000,2019-05-28 23:14:00.000,2019-05-29 09:05:44.000,2019-05-28
,Monorail,ATTR,2019-05-29 08:30:00.000,2019-05-29 19:39:00.000,2019-05-30 07:46:15.000,2019-05-29
Fermeture Réhab,Merry Go Round,ATTR,2018-11-28 23:59:00.000,2018-11-28 23:59:00.000,2018-11-29 08:09:13.000,2018-11-28
,Oz Theatre,ATTR,2019-12-08 11:00:00.000,2019-12-08 17:17:00.000,2019-12-09 07:33:36.000,2019-12-08
,Water Ride,ATTR,2018-08-01 09:48:00.000,2018-08-01 22:16:00.000,2018-08-02 08:15:48.000,2018-08-01
,Pirate Ship,ATTR,2018-02-11 10:00:00.000,2018-02-11 21:14:00.000,2018-02-12 07:34:21.000,2018-02-11
,Superman Ride,ATTR,2022-07-15 09:30:00.000,2022-07-15 19:54:00.000,2022-07-16 08:08:48.000,2022-07-15
,Rapids Ride,ATTR,2018-04-22 09:52:00.000,2018-04-22 20:06:00.000,2018-04-23 07:44:19.000,2018-04-22
,Himalaya Ride,ATTR,2019-02-21 10:00:00.000,2019-02-21 19:08:00.000,2019-02-22 07:33:24.000,2019-02-21
,Power Tower,ATTR,2019-09-11 08:57:00.000,2019-09-11 18:09:00.000,2019-09-12 09:09:12.000,2019-09-11
,Crazy Dance,ATTR,2018-07-11 09:36:00.000,2018-07-11 23:08:00.000,2018-07-12 08:51:43.000,2018-07-11
Fermeture Opérationnelle,Top Spin,ATTR,2022-07-04 23:59:00.000,2022-07-04 23:59:00.000,2022-07-05 07:37:10.000,2022-07-04
,PortAventura World,PARK,2018-05-28 10:00:00.000,2018-05-28 23:00:00.000,2018-05-29 07:44:21.000,2018-05-28
,Log Flume,ATTR,2018-11-10 08:30:00.000,2018-11-10 22:06:00.000,2018-11-11 08:21:07.000,2018-11-10
,Spinning Coaster,ATTR,2019-11-20 09:54:00.000,2019-11-20 19:00:00.000,2019-11-21 07:48:00.000,2019-11-20
Fermeture Réhab,Top Spin,ATTR,2019-05-03 23:59:00.000,2019-05-03 23:59:00.000,2019-05-04 07:28:10.000,2019-05-03
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-04-12 23:59:00.000,2019-04-12 23:59:00.000,2019-04-13 07:52:00.000,2019-04-12
,PortAventura World,PARK,2019-07-17 08:30:00.000,2019-07-17 09:30:00.000,2019-07-18 07:40:11.000,2019-07-17
,Circus Train,ATTR,2018-10-21 10:00:00.000,2018-10-21 19:05:00.000,2018-10-22 07:29:56.000,2018-10-21
,Roller Coaster,ATTR,2018-04-11 10:00:00.000,2018-04-11 20:02:00.000,2018-04-12 07:59:36.000,2018-04-11
,Bungee Jump,ATTR,2018-04-07 09:55:00.000,2018-04-07 22:05:00.000,2018-04-08 08:45:16.000,2018-04-07
,Inverted Coaster,ATTR,2018-01-17 10:00:00.000,2018-01-17 17:35:00.000,2018-01-18 07:56:23.000,2018-01-17
,Tivoli Gardens,PARK,2022-06-14 09:30:00.000,2022-06-14 20:00:00.000,2022-06-15 08:05:51.000,2022-06-14
,Aeroplane Ride,ATTR,2019-05-22 08:30:00.000,2019-05-22 19:06:00.000,2019-05-23 07:36:55.000,2019-05-22
,Giant Wheel,ATTR,2018-05-12 10:00:00.000,2018-05-12 22:44:00.000,2018-05-13 07:41:20.000,2018-05-12
,Himalaya Ride,ATTR,2018-07-30 09:42:00.000,2018-07-30 23:12:00.000,2018-07-31 09:00:45.000,2018-07-30
,Giant Wheel,ATTR,2019-05-07 08:30:00.000,2019-05-07 22:41:00.000,2019-05-08 07:44:46.000,2019-05-07
,PortAventura World,PARK,2018-04-14 08:30:00.000,2018-04-14 09:30:00.000,2018-04-15 08:58:40.000,2018-04-14
,Sling Shot,ATTR,2018-04-05 08:22:00.000,2018-04-05 19:11:00.000,2018-04-06 09:20:25.000,2018-04-05
,Aeroplane Ride,ATTR,2022-07-03 08:30:00.000,2022-07-03 20:26:00.000,2022-07-04 07:44:20.000,2022-07-03
Fermeture Réhab,Monorail,ATTR,2018-04-26 23:59:00.000,2018-04-26 23:59:00.000,2018-04-27 08:00:25.000,2018-04-26
,Log Flume,ATTR,2018-02-02 09:32:00.000,2018-02-02 19:09:00.000,2018-02-03 08:46:35.000,2018-02-02
